"","YYYY","MM_DD","ATMP"
"3415",1995,"9-25",7.8
"3416",1995,"9-26",8.8
"3417",1995,"9-27",6.7
"3418",1995,"9-28",6.8
"3419",1995,"9-29",7.5
"3420",1995,"9-30",7.4
"3421",1995,"10-1",6.8
"3422",1995,"10-2",6.2
"3423",1995,"10-3",6.2
"3424",1995,"10-4",6.3
"3425",1995,"10-5",6.4
"3426",1995,"10-6",4.5
"3427",1995,"10-7",5
"3428",1995,"10-8",5.6
"3429",1995,"10-9",4.5
"3430",1995,"10-10",4.3
"3431",1995,"10-11",6.1
"3432",1995,"10-12",4.9
"3433",1995,"10-13",2.9
"3434",1995,"10-14",2.9
"3435",1995,"10-15",4.2
"3436",1995,"10-16",4.4
"3437",1995,"10-17",4.4
"3438",1995,"10-18",4.5
"3439",1995,"10-19",5.6
"3440",1995,"10-20",5.9
"3441",1995,"10-21",5.5
"3442",1995,"10-22",5.1
"3443",1995,"10-23",5.3
"3444",1995,"10-24",3.9
"3445",1995,"10-25",4.1
"3446",1995,"10-26",3.5
"3447",1995,"10-27",5.7
"3448",1995,"10-28",5
"3449",1995,"10-29",4.9
"3450",1995,"10-30",2
"3451",1995,"10-31",-0.6
"3452",1995,"11-1",3.1
"3453",1995,"11-2",1.5
"3454",1995,"11-3",4.6
"3455",1995,"11-4",5.4
"3456",1995,"11-5",2.8
"3457",1995,"11-6",4.5
"3458",1995,"11-7",5.1
"3459",1995,"11-8",3.1
"3460",1995,"11-9",1.3
"3461",1995,"11-10",3.5
"3462",1995,"11-11",2.8
"3463",1995,"11-12",3.7
"3464",1995,"11-13",3.8
"3465",1995,"11-14",1.6
"3466",1995,"11-15",-0.5
"3467",1995,"11-16",-0.7
"3468",1995,"11-17",-2.6
"3469",1995,"11-18",-0.3
"3470",1995,"11-19",2.8
"3471",1995,"11-20",3.6
"3472",1995,"11-21",2.1
"3473",1995,"11-22",1.1
"3474",1995,"11-23",1.2
"3475",1995,"11-24",3.5
"3476",1995,"11-25",2.9
"3477",1995,"11-26",2.9
"3478",1995,"11-27",4.2
"3479",1995,"11-28",4.1
"3480",1995,"11-29",1.5
"3481",1995,"11-30",3.5
"3482",1995,"12-1",2.3
"3483",1995,"12-2",2.5
"3484",1995,"12-3",3.8
"3485",1995,"12-4",2.3
"3486",1995,"12-5",3
"3487",1995,"12-6",4.1
"3488",1995,"12-7",3.9
"3489",1995,"12-8",3.4
"3490",1995,"12-9",3.9
"3491",1995,"12-10",1.8
"3492",1995,"12-11",-0.8
"3493",1995,"12-12",-0.2
"3494",1995,"12-13",-0.7
"3495",1995,"12-14",1.9
"3496",1995,"12-15",2
"3497",1995,"12-16",3.6
"3498",1995,"12-17",2.8
"3499",1995,"12-18",1.8
"3500",1995,"12-19",1.2
"3501",1995,"12-20",3.2
"3502",1995,"12-21",1.2
"3503",1995,"12-22",1.3
"3504",1995,"12-23",-0.6
"3505",1995,"12-24",-1
"3506",1995,"12-25",-0.4
"3507",1995,"12-26",0.2
"3508",1995,"12-27",1.8
"3509",1995,"12-28",2.9
"3510",1995,"12-29",4.1
"3511",1995,"12-30",2.5
"3512",1995,"12-31",2.3
"3513",1996,"1-1",3.5
"3514",1996,"1-2",3.8
"3515",1996,"1-3",2.2
"3516",1996,"1-4",3.7
"3517",1996,"1-5",2.3
"3518",1996,"1-6",0.3
"3519",1996,"1-7",0
"3520",1996,"1-8",-1.3
"3521",1996,"1-9",-1.8
"3522",1996,"1-10",-1.1
"3523",1996,"1-11",-0.9
"3524",1996,"1-12",0
"3525",1996,"1-13",NA
"3526",1996,"1-14",-3.3
"3527",1996,"1-15",-0.7
"3528",1996,"1-16",3.1
"3529",1996,"1-17",1.7
"3530",1996,"1-18",3.2
"3531",1996,"1-19",-0.3
"3532",1996,"1-20",-2.6
"3533",1996,"1-21",-2.2
"3534",1996,"1-22",1.7
"3535",1996,"1-23",2
"3536",1996,"1-24",2.7
"3537",1996,"1-25",2.7
"3538",1996,"1-26",2.3
"3539",1996,"1-27",1.6
"3540",1996,"1-28",2.5
"3541",1996,"1-29",0.6
"3542",1996,"1-30",1.6
"3543",1996,"1-31",1.7
"3544",1996,"2-1",1.2
"3545",1996,"2-2",2.1
"3546",1996,"2-3",0.8
"3547",1996,"2-4",-1.8
"3548",1996,"2-5",-3.1
"3549",1996,"2-6",-8.1
"3550",1996,"2-7",-7.6
"3551",1996,"2-8",-4.9
"3552",1996,"2-9",-4.9
"3553",1996,"2-10",NA
"3554",1996,"2-11",-0.6
"3555",1996,"2-12",2.1
"3556",1996,"2-13",-0.3
"3557",1996,"2-14",1.7
"3558",1996,"2-15",-1.8
"3559",1996,"2-16",2.4
"3560",1996,"2-17",3.7
"3561",1996,"2-18",0.5
"3562",1996,"2-19",-2.2
"3563",1996,"2-20",1.7
"3564",1996,"2-21",1.2
"3565",1996,"2-22",-0.3
"3566",1996,"2-23",0.5
"3567",1996,"2-24",1.9
"3568",1996,"2-25",-1.7
"3569",1996,"2-26",-1.4
"3570",1996,"2-27",-1.4
"3571",1996,"2-28",-1.8
"3572",1996,"2-29",-1.5
"3573",1996,"3-1",2.4
"3574",1996,"3-2",2.8
"3575",1996,"3-3",2
"3576",1996,"3-4",2.1
"3577",1996,"3-5",1.3
"3578",1996,"3-6",0.2
"3579",1996,"3-7",0.7
"3580",1996,"3-8",0.9
"3581",1996,"3-9",2
"3582",1996,"3-10",0.9
"3583",1996,"3-11",0.8
"3584",1996,"3-12",-1
"3585",1996,"3-13",2
"3586",1996,"3-14",1.7
"3587",1996,"3-15",1.9
"3588",1996,"3-16",-2.3
"3589",1996,"3-17",-1.9
"3590",1996,"3-18",1.3
"3591",1996,"3-19",3.1
"3592",1996,"3-20",2.1
"3593",1996,"3-21",1.6
"3594",1996,"3-22",0.2
"3595",1996,"3-23",-0.4
"3596",1996,"3-24",2.7
"3597",1996,"3-25",1.4
"3598",1996,"3-26",-0.6
"3599",1996,"3-27",1.3
"3600",1996,"3-28",2.7
"3601",1996,"3-29",1.6
"3602",1996,"3-30",2
"3603",1996,"3-31",2.1
"3604",1996,"4-1",1.6
"3605",1996,"4-2",1.8
"3606",1996,"4-3",0.8
"3607",1996,"4-4",0
"3608",1996,"4-5",-1.7
"3609",1996,"4-6",-2.6
"3610",1996,"4-7",-0.8
"3611",1996,"4-8",-2.8
"3612",1996,"4-9",0.5
"3613",1996,"4-10",1.7
"3614",1996,"4-11",1.2
"3615",1996,"4-12",1.2
"3616",1996,"4-13",1.7
"3617",1996,"4-14",0.5
"3618",1996,"4-15",2
"3619",1996,"4-16",1.3
"3620",1996,"4-17",-0.3
"3621",1996,"4-18",-0.8
"3622",1996,"4-19",-1.9
"3623",1996,"4-20",2.1
"3624",1996,"4-21",1.7
"3626",1996,"4-22",1.7
"3627",1996,"4-23",1.2
"3628",1996,"4-24",0.8
"3629",1996,"4-25",-0.7
"3630",1996,"4-26",-0.3
"3631",1996,"4-27",1.2
"3632",1996,"4-28",2.1
"3633",1996,"4-29",2
"3634",1996,"4-30",2.8
"3635",1996,"5-1",3.2
"3636",1996,"5-2",2.4
"3637",1996,"5-3",2.8
"3638",1996,"5-4",2.7
"3639",1996,"5-5",3.2
"3640",1996,"5-6",2.1
"3641",1996,"5-7",2.8
"3642",1996,"5-8",3.5
"3643",1996,"5-9",3
"3644",1996,"5-10",3.5
"3645",1996,"5-11",3.2
"3646",1996,"5-12",3.5
"3647",1996,"5-13",2.4
"3648",1996,"5-14",2
"3649",1996,"5-15",2.8
"3650",1996,"5-16",1.3
"3651",1996,"5-17",1.8
"3652",1996,"5-18",2.1
"3653",1996,"5-19",2
"3654",1996,"5-20",2.3
"3655",1996,"5-21",2.1
"3656",1996,"5-22",1.2
"3657",1996,"5-23",2.7
"3658",1996,"5-24",3.3
"3659",1996,"5-25",3.6
"3660",1996,"5-26",4.4
"3661",1996,"5-27",4.4
"3662",1996,"5-28",4.7
"3663",1996,"5-29",4.7
"3664",1996,"5-30",4.8
"3665",1996,"5-31",4.2
"3666",1996,"6-1",4.8
"3667",1996,"6-2",4.3
"3668",1996,"6-3",4.3
"3669",1996,"6-4",4.1
"3670",1996,"6-5",3.3
"3671",1996,"6-6",5.1
"3672",1996,"6-7",5.2
"3673",1996,"6-8",3.9
"3674",1996,"6-9",5.2
"3675",1996,"6-10",4.8
"3676",1996,"6-11",4.4
"3677",1996,"6-12",5.5
"3678",1996,"6-13",5.6
"3679",1996,"6-14",5.8
"3680",1996,"6-15",6.6
"3681",1996,"6-16",6.3
"3682",1996,"6-17",6.3
"3683",1996,"6-18",5.8
"3684",1996,"6-19",7.1
"3685",1996,"6-20",7.5
"3686",1996,"6-21",6.6
"3687",1996,"6-22",7.5
"3688",1996,"6-23",7
"3689",1996,"6-24",6.6
"3690",1996,"6-25",6
"3691",1996,"6-26",5.5
"3692",1996,"6-27",6.2
"3693",1996,"6-28",6.3
"3694",1996,"6-29",6.6
"3695",1996,"9-1",NA
"3696",1996,"9-2",NA
"3697",1996,"9-3",NA
"3698",1996,"9-4",NA
"3699",1996,"9-5",NA
"3700",1996,"9-6",NA
"3701",1996,"9-7",NA
"3702",1996,"9-8",NA
"3703",1996,"9-9",NA
"3704",1996,"9-10",NA
"3705",1996,"9-11",NA
"3706",1996,"9-12",NA
"3707",1996,"9-13",NA
"3708",1996,"9-14",10.1
"3709",1996,"9-15",6.1
"3710",1996,"9-16",2.8
"3711",1996,"9-17",9
"3712",1996,"9-18",8.9
"3713",1996,"9-19",5.9
"3714",1996,"9-20",2.5
"3715",1996,"9-21",11
"3716",1996,"9-22",4
"3717",1996,"9-23",2.2
"3718",1996,"9-24",7.1
"3719",1996,"9-25",5.2
"3720",1996,"9-26",7.1
"3721",1996,"9-27",6.4
"3722",1996,"9-28",6.7
"3723",1996,"9-29",7.1
"3724",1996,"9-30",7.3
"3725",1996,"10-1",7.4
"3726",1996,"10-2",5.6
"3727",1996,"10-3",6.4
"3728",1996,"10-4",6
"3729",1996,"10-5",6.7
"3730",1996,"10-6",6.7
"3731",1996,"10-7",7.9
"3732",1996,"10-8",5.9
"3733",1996,"10-9",6.3
"3734",1996,"10-10",5.5
"3735",1996,"10-11",5.9
"3736",1996,"10-12",5.8
"3737",1996,"10-13",5.6
"3738",1996,"10-14",4.4
"3739",1996,"10-15",5.7
"3740",1996,"10-16",6.7
"3741",1996,"10-17",7.3
"3742",1996,"10-18",7.4
"3743",1996,"10-19",7.8
"3744",1996,"10-20",7.1
"3745",1996,"10-21",5.1
"3746",1996,"10-22",2
"3747",1996,"10-23",3.2
"3748",1996,"10-24",3.3
"3749",1996,"10-25",2.8
"3750",1996,"10-26",2.5
"3751",1996,"10-27",7.2
"3752",1996,"10-28",6.7
"3753",1996,"10-29",3.2
"3754",1996,"10-30",4.7
"3755",1996,"10-31",5.6
"3756",1996,"11-1",7
"3757",1996,"11-2",3.9
"3758",1996,"11-3",5.5
"3759",1996,"11-4",2.4
"3760",1996,"11-5",2.4
"3761",1996,"11-6",0.7
"3762",1996,"11-7",5.4
"3763",1996,"11-8",6
"3764",1996,"11-9",4.3
"3765",1996,"11-10",3
"3766",1996,"11-11",4.4
"3767",1996,"11-12",5.5
"3768",1996,"11-13",5.2
"3769",1996,"11-14",5.9
"3770",1996,"11-15",3
"3771",1996,"11-16",4
"3772",1996,"11-17",3.5
"3773",1996,"11-18",3.2
"3774",1996,"11-19",NA
"3775",1996,"11-20",2.5
"3776",1996,"11-21",2.9
"3777",1996,"11-22",4.4
"3778",1996,"11-23",4.4
"3779",1996,"11-24",2.8
"3780",1996,"11-25",2.8
"3781",1996,"11-26",3.4
"3782",1996,"11-27",1.7
"3783",1996,"11-28",0.5
"3784",1996,"11-29",0
"3785",1996,"11-30",NA
"3786",1996,"12-1",1.7
"3787",1996,"12-2",3.7
"3788",1996,"12-3",0.5
"3789",1996,"12-4",-1.4
"3790",1996,"12-5",-1.5
"3791",1996,"12-6",2.7
"3792",1996,"12-7",5.5
"3793",1996,"12-8",0.4
"3794",1996,"12-9",0
"3795",1996,"12-10",1.4
"3796",1996,"12-11",0.4
"3797",1996,"12-12",0.1
"3798",1996,"12-13",2.4
"3799",1996,"12-14",1.2
"3800",1996,"12-15",-0.8
"3801",1996,"12-16",2.9
"3802",1996,"12-17",2.4
"3803",1996,"12-18",1.5
"3804",1996,"12-19",3.5
"3805",1996,"12-20",3.6
"3806",1996,"12-21",3.9
"3807",1996,"12-22",3.6
"3808",1996,"12-23",2.3
"3809",1996,"12-24",NA
"3810",1996,"12-25",NA
"3811",1996,"12-26",3.6
"3812",1996,"12-27",3.9
"3813",1996,"12-28",3.6
"3814",1996,"12-29",3.9
"3815",1996,"12-30",4
"3816",1996,"12-31",0.1
"3817",1997,"1-1",0.4
"3818",1997,"1-2",-0.7
"3819",1997,"1-3",-2.6
"3820",1997,"1-4",-4.3
"3821",1997,"1-5",-3.1
"3822",1997,"1-6",-4.3
"3823",1997,"1-7",-3.9
"3824",1997,"1-8",-2.1
"3825",1997,"1-9",-0.5
"3826",1997,"1-10",0.1
"3827",1997,"1-11",-1.7
"3828",1997,"1-12",-0.7
"3829",1997,"1-13",2.3
"3830",1997,"1-14",NA
"3831",1997,"1-15",0.9
"3832",1997,"1-16",1.2
"3833",1997,"1-17",1.2
"3834",1997,"1-18",0.4
"3835",1997,"1-19",2.1
"3836",1997,"1-20",2.9
"3837",1997,"1-21",3.5
"3838",1997,"1-22",3.5
"3839",1997,"1-23",3.2
"3840",1997,"1-24",4
"3841",1997,"1-25",NA
"3842",1997,"1-26",1.2
"3843",1997,"1-27",-2
"3844",1997,"1-28",-0.8
"3845",1997,"1-29",-2
"3846",1997,"1-30",-4.5
"3847",1997,"1-31",-6.2
"3848",1997,"2-1",NA
"3849",1997,"2-2",-4.9
"3850",1997,"2-3",-3.4
"3851",1997,"2-4",NA
"3852",1997,"2-5",-4
"3853",1997,"2-6",0.1
"3854",1997,"2-7",1.2
"3855",1997,"2-8",3.3
"3856",1997,"2-9",2.9
"3857",1997,"2-10",2
"3858",1997,"2-11",0.8
"3859",1997,"2-12",2
"3860",1997,"2-13",0.8
"3861",1997,"2-14",2.4
"3862",1997,"2-15",0.1
"3863",1997,"2-16",-1
"3864",1997,"2-17",-1.4
"3865",1997,"2-18",-2.6
"3866",1997,"2-19",-2.6
"3867",1997,"2-20",NA
"3868",1997,"2-21",-5.9
"3869",1997,"2-22",-3
"3870",1997,"2-23",-3.1
"3871",1997,"2-24",2
"3872",1997,"2-25",2.7
"3873",1997,"2-26",2.1
"3874",1997,"2-27",0.1
"3875",1997,"2-28",-0.3
"3876",1997,"3-1",NA
"3877",1997,"3-2",1.7
"3878",1997,"3-3",2
"3879",1997,"3-4",1.3
"3880",1997,"3-5",1.2
"3881",1997,"3-6",0.4
"3882",1997,"3-7",-2.2
"3883",1997,"3-8",-3.9
"3884",1997,"3-9",-1.9
"3885",1997,"3-10",3.5
"3886",1997,"3-11",3.6
"3887",1997,"3-12",3.1
"3888",1997,"3-13",2.3
"3889",1997,"3-14",1.7
"3890",1997,"3-15",2
"3891",1997,"3-16",0.2
"3892",1997,"3-17",1.6
"3893",1997,"3-18",0
"3894",1997,"3-19",0.6
"3895",1997,"3-20",0.8
"3896",1997,"3-21",-1.1
"3897",1997,"3-22",-2.3
"3898",1997,"3-23",-3.1
"3899",1997,"3-24",-0.2
"3900",1997,"3-25",2.3
"3901",1997,"3-26",-0.4
"3902",1997,"3-27",1.7
"3903",1997,"3-28",-0.4
"3904",1997,"3-29",-2.2
"3905",1997,"3-30",-0.5
"3906",1997,"3-31",-1
"3907",1997,"4-1",1.2
"3908",1997,"4-2",2.1
"3909",1997,"4-3",1.3
"3910",1997,"4-4",1.2
"3911",1997,"4-5",0.4
"3912",1997,"4-6",0.6
"3913",1997,"4-7",0.1
"3914",1997,"4-8",-0.2
"3915",1997,"4-9",-0.3
"3916",1997,"4-10",2.3
"3917",1997,"4-11",1.6
"3918",1997,"4-12",2.1
"3919",1997,"4-13",1.7
"3920",1997,"4-14",0.5
"3921",1997,"4-15",-1.8
"3922",1997,"4-16",-0.3
"3923",1997,"4-17",2.9
"3924",1997,"4-18",0.8
"3925",1997,"4-19",0.1
"3926",1997,"4-20",1.6
"3927",1997,"4-21",1.6
"3928",1997,"4-22",2
"3929",1997,"4-23",2
"3930",1997,"4-24",1.2
"3931",1997,"4-25",NA
"3932",1997,"4-26",1.7
"3933",1997,"4-27",1.2
"3934",1997,"4-28",1.6
"3935",1997,"4-29",0.8
"3936",1997,"4-30",1.6
"3937",1997,"5-1",2.7
"3938",1997,"5-2",2.6
"3939",1997,"5-3",3.1
"3940",1997,"5-4",3.1
"3941",1997,"5-5",1.6
"3942",1997,"5-6",2.1
"3943",1997,"5-7",3.5
"3944",1997,"5-8",2.7
"3945",1997,"5-9",2.9
"3946",1997,"5-10",3.3
"3947",1997,"5-11",2.9
"3948",1997,"5-12",2.7
"3949",1997,"5-13",3
"3950",1997,"5-14",2.8
"3951",1997,"5-15",3.5
"3952",1997,"5-16",2.1
"3953",1997,"5-17",2.2
"3954",1997,"5-18",3.1
"3955",1997,"5-19",2.3
"3956",1997,"5-20",NA
"3957",1997,"5-21",3.1
"3958",1997,"5-22",3.5
"3959",1997,"5-23",4.3
"3960",1997,"5-24",4
"3961",1997,"5-25",3.9
"3962",1997,"5-26",4.4
"3963",1997,"5-27",4.8
"3964",1997,"5-28",4.3
"3965",1997,"5-29",2.5
"3966",1997,"5-30",4.3
"3967",1997,"5-31",3.6
"3968",1997,"6-1",2.7
"3969",1997,"6-2",2.4
"3970",1997,"6-3",4
"3971",1997,"6-4",2.9
"3972",1997,"6-5",4.4
"3973",1997,"6-6",3.7
"3974",1997,"6-7",4
"3975",1997,"6-8",4.8
"3976",1997,"6-9",4.3
"3977",1997,"6-10",4.7
"3978",1997,"6-11",3.6
"3979",1997,"6-12",4.8
"3980",1997,"6-13",4.7
"3981",1997,"6-14",4.7
"3982",1997,"6-15",5.1
"3983",1997,"6-16",4.8
"3984",1997,"6-17",5.9
"3985",1997,"6-18",5.5
"3986",1997,"6-19",5.2
"3987",1997,"6-20",6.4
"3988",1997,"6-21",6.4
"3989",1997,"6-22",6.6
"3990",1997,"6-23",6.7
"3991",1997,"6-24",6.6
"3992",1997,"6-25",6.4
"3993",1997,"6-26",6.2
"3994",1997,"6-27",6.3
"3995",1997,"6-28",6.6
"3996",1997,"6-29",6.4
"3997",1997,"6-30",5.6
"3998",1997,"7-1",5
"3999",1997,"7-2",7
"4000",1997,"7-3",7.1
"4001",1997,"7-4",7.1
"4002",1997,"7-5",7.1
"4003",1997,"7-6",7.5
"4004",1997,"7-7",7.5
"4005",1997,"7-8",7.4
"4006",1997,"7-9",6.3
"4007",1997,"7-10",6
"4008",1997,"7-11",6.3
"4009",1997,"7-12",7
"4010",1997,"7-13",7.1
"4011",1997,"7-14",7.1
"4012",1997,"7-15",8.2
"4013",1997,"7-16",8.7
"4014",1997,"7-17",8.9
"4015",1997,"7-18",7.8
"4016",1997,"7-19",8.3
"4017",1997,"7-20",8.7
"4018",1997,"7-21",8.6
"4019",1997,"7-22",NA
"4020",1997,"7-23",9.4
"4021",1997,"7-24",9.4
"4022",1997,"7-25",9.5
"4023",1997,"7-26",9.4
"4024",1997,"7-27",9.7
"4025",1997,"7-28",9.4
"4026",1997,"7-29",9
"4027",1997,"7-30",9.7
"4028",1997,"7-31",9.5
"4029",1997,"8-1",NA
"4030",1997,"8-2",10.5
"4031",1997,"8-3",10.5
"4032",1997,"8-4",9.4
"4033",1997,"8-5",7.9
"4034",1997,"8-6",9.5
"4035",1997,"8-7",8.9
"4036",1997,"8-8",8.3
"4037",1997,"8-9",10.2
"4038",1997,"8-10",9
"4039",1997,"8-11",10.2
"4040",1997,"8-12",8.8
"4041",1997,"8-13",8.9
"4042",1997,"8-14",10.3
"4043",1997,"8-15",10.2
"4044",1997,"8-16",9.1
"4045",1997,"8-17",9.8
"4046",1997,"8-18",9.7
"4047",1997,"8-19",10.2
"4048",1997,"8-20",10.2
"4049",1997,"8-21",11
"4050",1997,"8-22",10.2
"4051",1997,"8-23",10.5
"4052",1997,"8-24",11
"4053",1997,"8-25",10.9
"4054",1997,"8-26",10.6
"4055",1997,"8-27",10.2
"4056",1997,"8-28",10.2
"4057",1997,"8-29",10.5
"4058",1997,"8-30",10.6
"4059",1997,"8-31",10.2
"4060",1997,"9-1",9.8
"4061",1997,"9-2",9.9
"4062",1997,"9-3",9.4
"4063",1997,"9-4",9.8
"4064",1997,"9-5",10.2
"4065",1997,"9-6",10.1
"4066",1997,"9-7",10.2
"4067",1997,"9-8",8.7
"4068",1997,"9-9",9.7
"4069",1997,"9-10",10.2
"4070",1997,"9-11",10
"4071",1997,"9-12",9.8
"4072",1997,"9-13",9.7
"4073",1997,"9-14",9.8
"4074",1997,"9-15",9.7
"4075",1997,"9-16",8.7
"4076",1997,"9-17",8.2
"4077",1997,"9-18",7
"4078",1997,"9-19",6.5
"4079",1997,"9-20",7.1
"4080",1997,"9-21",7.8
"4081",1997,"9-22",7.9
"4082",1997,"9-23",7.2
"4083",1997,"9-24",6
"4084",1997,"9-25",5.9
"4085",1997,"9-26",5.9
"4086",1997,"9-27",7.1
"4087",1997,"9-28",7.1
"4088",1997,"9-29",7.8
"4089",1997,"9-30",7.4
"4090",1997,"10-1",6.7
"4091",1997,"10-2",7.4
"4092",1997,"10-3",8.7
"4093",1997,"10-4",7.9
"4094",1997,"10-5",8.7
"4095",1997,"10-6",8.2
"4096",1997,"10-7",8.5
"4097",1997,"10-8",7.9
"4098",1997,"10-9",7.1
"4099",1997,"10-10",7.5
"4100",1997,"10-11",7.7
"4101",1997,"10-12",7.5
"4102",1997,"10-13",6.3
"4103",1997,"10-14",5.6
"4104",1997,"10-15",5.9
"4105",1997,"10-16",5.5
"4106",1997,"10-17",6.7
"4107",1997,"10-18",6
"4108",1997,"10-19",3.9
"4109",1997,"10-20",3
"4110",1997,"10-21",5
"4111",1997,"10-22",4.4
"4112",1997,"10-23",3.2
"4113",1997,"10-24",4
"4114",1997,"10-25",5.4
"4115",1997,"10-26",4.4
"4116",1997,"10-27",4
"4117",1997,"10-28",2.6
"4118",1997,"10-29",2.1
"4119",1997,"10-30",1.7
"4120",1997,"10-31",4.7
"4121",1997,"11-1",NA
"4122",1997,"11-2",1.8
"4123",1997,"11-3",1.6
"4124",1997,"11-4",-1.8
"4125",1997,"11-5",0.5
"4126",1997,"11-6",1.1
"4127",1997,"11-7",2.1
"4128",1997,"11-8",3.5
"4129",1997,"11-9",2.9
"4130",1997,"11-10",2.1
"4131",1997,"11-11",2.3
"4132",1997,"11-12",-0.3
"4133",1997,"11-13",2.5
"4134",1997,"11-14",NA
"4135",1997,"11-15",1.7
"4136",1997,"11-16",3.2
"4137",1997,"11-17",2.8
"4138",1997,"11-18",3.6
"4139",1997,"11-19",NA
"4140",1997,"11-20",3.1
"4141",1997,"11-21",0.5
"4142",1997,"11-22",0.8
"4143",1997,"11-23",0.8
"4144",1997,"11-24",-0.4
"4145",1997,"11-25",3.6
"4146",1997,"11-26",-0.8
"4147",1997,"11-27",-2.6
"4148",1997,"11-28",NA
"4149",1997,"11-29",1.2
"4150",1997,"11-30",-2.5
"4151",1997,"12-1",-0.7
"4152",1997,"12-2",0.4
"4153",1997,"12-3",NA
"4154",1997,"12-4",0.4
"4155",1997,"12-5",-1.8
"4156",1997,"12-6",-1.8
"4157",1997,"12-7",-1.4
"4158",1997,"12-8",-0.3
"4159",1997,"12-9",-0.2
"4160",1997,"12-10",-2.7
"4161",1997,"12-11",-1.8
"4162",1997,"12-12",-0.4
"4163",1997,"12-13",-0.1
"4164",1997,"12-14",0
"4165",1997,"12-15",-0.9
"4166",1997,"12-16",-1.9
"4167",1997,"12-17",-1.4
"4168",1997,"12-18",-4.5
"4169",1997,"12-19",-5.9
"4170",1997,"12-20",-4.4
"4171",1997,"12-21",-2.7
"4172",1997,"12-22",-2.6
"4173",1997,"12-23",-4.4
"4174",1997,"12-24",-4.8
"4175",1997,"12-25",-3.9
"4176",1997,"12-26",-2.6
"4177",1997,"12-27",-1.8
"4178",1997,"12-28",-4.2
"4179",1997,"12-29",-2.3
"4180",1997,"12-30",3.2
"4181",1997,"12-31",0.4
"4182",1998,"1-1",0.8
"4183",1998,"1-2",2.4
"4184",1998,"1-3",0.4
"4185",1998,"1-4",2.8
"4186",1998,"1-5",2.1
"4187",1998,"1-6",2.1
"4188",1998,"1-7",2.3
"4189",1998,"1-8",2
"4190",1998,"1-9",1.2
"4191",1998,"1-10",-1.8
"4192",1998,"1-11",-1.2
"4193",1998,"1-12",3.5
"4194",1998,"1-13",0.7
"4195",1998,"1-14",-1.2
"4196",1998,"1-15",-3.2
"4197",1998,"1-16",-6.2
"4198",1998,"1-17",-8.6
"4199",1998,"1-18",-7.3
"4200",1998,"1-19",-5.6
"4201",1998,"1-20",-3.5
"4202",1998,"1-21",-4.2
"4203",1998,"1-22",-1.4
"4204",1998,"1-23",0
"4205",1998,"1-24",0.5
"4206",1998,"1-25",1.2
"4207",1998,"1-26",-3.7
"4208",1998,"1-27",-7.4
"4209",1998,"1-28",-6.5
"4210",1998,"1-29",-5
"4211",1998,"1-30",-7.8
"4212",1998,"1-31",NA
"4213",1998,"2-1",-6.2
"4214",1998,"2-2",-5.4
"4215",1998,"2-3",-3.7
"4216",1998,"2-4",0.8
"4217",1998,"2-5",-1.2
"4218",1998,"2-6",0.8
"4219",1998,"2-7",0.9
"4220",1998,"2-8",1.3
"4221",1998,"2-9",0.7
"4222",1998,"2-10",-4.7
"4223",1998,"2-11",-6.5
"4224",1998,"2-12",-5.1
"4225",1998,"2-13",-3.7
"4226",1998,"2-14",-5.4
"4227",1998,"2-15",-5
"4228",1998,"2-16",-5.8
"4229",1998,"2-17",-4.6
"4230",1998,"2-18",-3.4
"4231",1998,"2-19",-3.5
"4232",1998,"2-20",-4.3
"4233",1998,"2-21",-2.7
"4234",1998,"2-22",-1.9
"4235",1998,"2-23",NA
"4236",1998,"2-24",-7.1
"4237",1998,"2-25",-6.5
"4238",1998,"2-26",-2.3
"4239",1998,"2-27",-1.5
"4240",1998,"2-28",1.7
"4241",1998,"3-1",-1.9
"4242",1998,"3-2",-0.8
"4243",1998,"3-3",-1.1
"4244",1998,"3-4",2.3
"4245",1998,"3-5",2.1
"4246",1998,"3-6",0.8
"4247",1998,"3-7",-1.1
"4248",1998,"3-8",0
"4249",1998,"3-9",1.7
"4250",1998,"3-10",1.9
"4251",1998,"3-11",0.9
"4252",1998,"3-12",1.6
"4253",1998,"3-13",0.9
"4254",1998,"3-14",1.8
"4255",1998,"3-15",-0.3
"4256",1998,"3-16",0.2
"4257",1998,"3-17",-2.7
"4258",1998,"3-18",-3.8
"4259",1998,"3-19",-4.3
"4260",1998,"3-20",-4.1
"4261",1998,"3-21",-0.6
"4262",1998,"3-22",0.8
"4263",1998,"3-23",-1.6
"4264",1998,"3-24",-1.6
"4265",1998,"3-25",-2.7
"4266",1998,"3-26",-2.3
"4267",1998,"3-27",-3.4
"4268",1998,"3-28",-2.6
"4269",1998,"3-29",-1.1
"4270",1998,"3-30",0
"4271",1998,"3-31",NA
"4272",1998,"4-1",-2.7
"4273",1998,"4-2",-1.1
"4274",1998,"4-3",-4.2
"4275",1998,"4-4",-3.4
"4276",1998,"4-5",-1
"4277",1998,"4-6",NA
"4278",1998,"4-7",-3.1
"4279",1998,"4-8",2.1
"4280",1998,"4-9",2.8
"4281",1998,"4-10",-1.8
"4282",1998,"4-11",-0.3
"4283",1998,"4-12",1.6
"4284",1998,"4-13",0.9
"4285",1998,"4-14",-0.7
"4286",1998,"4-15",-2.1
"4287",1998,"4-16",-3.1
"4288",1998,"4-17",-3.1
