"","YYYY","MM_DD","ATMP","WTMP"
"4387",1998,"7-26",5.9,8.6
"4388",1998,"7-27",8.2,8.9
"4389",1998,"7-28",NA,NA
"4390",1998,"7-29",NA,NA
"4391",1998,"7-30",9,8.9
"4392",1998,"7-31",9.1,8.3
"4393",1998,"8-1",NA,NA
"4394",1998,"8-2",8.2,8.7
"4395",1998,"8-3",9,8.6
"4396",1998,"8-4",7.1,8.7
"4397",1998,"8-5",8.6,8.7
"4398",1998,"8-6",8.7,9.4
"4399",1998,"8-7",6.7,9.4
"4400",1998,"8-8",7.8,9.4
"4401",1998,"8-9",8.1,9.1
"4402",1998,"8-10",8.9,8.9
"4403",1998,"8-11",7.6,9
"4404",1998,"8-12",9.1,9
"4405",1998,"8-13",9.5,9.1
"4406",1998,"8-14",9.3,9.4
"4407",1998,"8-15",8.7,9.4
"4408",1998,"8-16",8.2,8.3
"4409",1998,"8-17",9,8.3
"4410",1998,"8-18",8.7,8.6
"4411",1998,"8-19",9,8.2
"4412",1998,"8-20",9,8.3
"4413",1998,"8-21",8.3,8.7
"4414",1998,"8-22",8.6,8.6
"4415",1998,"8-23",8.3,8.2
"4416",1998,"8-24",7.5,8.2
"4417",1998,"8-25",7.6,8.3
"4418",1998,"8-26",7.4,8.3
"4419",1998,"8-27",8.3,8.6
"4420",1998,"8-27",8.3,8.6
"4421",1998,"8-27",8.3,8.6
"4422",1998,"8-28",8.2,7.8
"4423",1998,"8-29",6.5,7.8
"4424",1998,"8-30",6.4,7.5
"4425",1998,"8-31",5.8,7.5
"4426",1998,"9-1",7.1,7.9
"4427",1998,"9-2",7.9,7.6
"4428",1998,"9-3",8,7.8
"4429",1998,"9-4",7.4,7.8
"4430",1998,"9-5",8.2,8.2
"4431",1998,"9-6",8.3,7.9
"4432",1998,"9-7",7.1,7.9
"4433",1998,"9-8",7.1,7.9
"4434",1998,"9-9",7.2,7.8
"4435",1998,"9-10",6.4,7.8
"4436",1998,"9-11",7.1,7.9
"4437",1998,"9-12",7,7.9
"4438",1998,"9-13",7.9,8.2
"4439",1998,"9-14",8.8,8.2
"4440",1998,"9-15",7.8,7.8
"4441",1998,"9-16",7.9,8.2
"4442",1998,"9-17",7.9,7.9
"4443",1998,"9-18",5.6,7.9
"4444",1998,"9-19",7.9,7.8
"4445",1998,"9-20",7.8,7.8
"4446",1998,"9-21",7.5,7.9
"4447",1998,"9-22",7.5,7.8
"4448",1998,"9-23",5.7,7.4
"4449",1998,"9-24",6.7,6.7
"4450",1998,"9-25",4.3,6.7
"4451",1998,"9-26",6.3,6.7
"4452",1998,"9-27",5.5,6.7
"4453",1998,"9-28",5.9,6.7
"4454",1998,"9-29",5.2,7
"4455",1998,"9-30",4.7,7
"4456",1998,"10-1",4.6,7.1
"4457",1998,"10-2",4.4,7.1
"4458",1998,"10-3",NA,NA
"4459",1998,"10-4",4.8,7.1
"4460",1998,"10-5",5.8,7
"4461",1998,"10-6",7.8,7
"4462",1998,"10-7",7.4,7.1
"4463",1998,"10-8",7.5,6.6
"4464",1998,"10-9",6.3,6.4
"4465",1998,"10-10",7,6.7
"4466",1998,"10-11",5.9,6.6
"4467",1998,"10-12",6.3,6.7
"4468",1998,"10-13",2.4,6.7
"4469",1998,"10-14",NA,NA
"4470",1998,"10-15",2.4,6.6
"4471",1998,"10-16",2.4,6.3
"4472",1998,"10-17",3.8,NA
"4473",1998,"10-18",4.4,6.2
"4474",1998,"10-19",3.6,5.9
"4475",1998,"10-20",1.5,5.9
"4476",1998,"10-21",1.2,5.9
"4477",1998,"10-22",0.1,5.6
"4478",1998,"10-23",0.6,5.6
"4479",1998,"10-24",0.8,5.5
"4480",1998,"10-25",0,5.2
"4481",1998,"10-26",5.6,5.2
"4482",1998,"10-27",2.1,5.2
"4483",1998,"10-28",1.7,5.2
"4484",1998,"10-29",2,5.2
"4485",1998,"10-30",1.1,5.1
"4486",1998,"10-31",0.5,5.1
"4487",1998,"11-1",-1,5.1
"4488",1998,"11-2",1.1,5.1
"4489",1998,"11-3",1.6,5.1
"4490",1998,"11-4",0.8,4.8
"4491",1998,"11-5",4.7,4.8
"4492",1998,"11-6",4.8,4.8
"4493",1998,"11-7",5.1,4.8
"4494",1998,"11-8",4.7,4.8
"4495",1998,"11-9",3.3,4.8
"4496",1998,"11-10",2.9,4.7
"4497",1998,"11-11",5.2,4.7
"4498",1998,"11-12",4,4.7
"4499",1998,"11-13",4.5,4.4
"4500",1998,"11-14",3.9,4.4
"4501",1998,"11-15",4,4.3
"4502",1998,"11-16",NA,NA
"4503",1998,"11-17",3.5,4.4
"4504",1998,"11-18",3.2,4.3
"4505",1998,"11-19",1.7,4.3
"4506",1998,"11-20",0.5,4.3
"4507",1998,"11-21",2.4,4
"4508",1998,"11-22",NA,NA
"4509",1998,"11-23",NA,NA
"4510",1998,"11-24",-1.6,4
"4511",1998,"11-25",-2.5,3.9
"4512",1998,"11-26",-1.5,3.9
"4513",1998,"11-27",-3.4,3.6
"4514",1998,"11-28",-3.7,NA
"4515",1998,"11-29",-2.7,3.5
"4516",1998,"11-30",-4,3.5
"4517",1998,"12-1",-2.6,3.3
"4518",1998,"12-2",0.4,3.3
"4519",1998,"12-3",1.9,3.2
"4520",1998,"12-4",-0.4,3.2
"4521",1998,"12-5",NA,3.2
"4522",1998,"12-6",-3.4,3.1
"4523",1998,"12-7",-4.3,2.9
"4524",1998,"12-8",-1.9,2.9
"4525",1998,"12-9",-1.5,2.9
"4526",1998,"12-10",-4.5,2.8
"4527",1998,"12-11",-5.1,2.9
"4528",1998,"12-12",-5.5,2.8
"4529",1998,"12-13",-3.9,2.5
"4530",1998,"12-14",-0.8,2.5
"4531",1998,"12-15",1,NA
"4532",1998,"12-16",NA,NA
"4533",1998,"12-17",NA,NA
"4534",1998,"12-18",2.9,2.4
"4535",1998,"12-19",2.8,2.4
"4536",1998,"12-20",2.8,2.4
"4537",1998,"12-21",2.9,2.4
"4538",1998,"12-22",2.1,2.4
"4539",1998,"12-23",3.2,2.4
"4540",1998,"12-24",NA,NA
"4541",1998,"12-25",0.7,2.3
"4542",1998,"12-26",0.6,2.4
"4543",1998,"12-27",1.6,2.4
"4544",1998,"12-28",-0.4,2.4
"4545",1998,"12-29",-1.9,2.3
"4546",1998,"12-30",-2.4,2.5
"4547",1998,"12-31",-2.5,2.6
"4548",1999,"1-1",-1.9,2.4
"4549",1999,"1-2",-0.2,2.5
"4550",1999,"1-3",1.2,2.4
"4551",1999,"1-4",2.2,2.1
"4552",1999,"1-5",3.2,2.1
"4553",1999,"1-6",2.5,2.1
"4554",1999,"1-7",2,2.4
"4555",1999,"1-8",0.7,2.5
"4556",1999,"1-9",-3.2,2.4
"4557",1999,"1-10",0.3,2.6
"4558",1999,"1-11",-0.4,3
"4559",1999,"1-12",-1.1,3.1
"4560",1999,"1-13",-3.1,2.9
"4561",1999,"1-14",-6.2,2.8
"4562",1999,"1-15",-8.9,2.8
"4563",1999,"1-16",-4.7,2.9
"4564",1999,"1-17",-2.3,2.8
"4565",1999,"1-18",-0.9,2.9
"4566",1999,"1-19",-0.1,2.8
"4567",1999,"1-20",-0.9,2.8
"4568",1999,"1-21",1.8,2.7
"4569",1999,"1-22",2.2,2.4
"4570",1999,"1-23",-0.7,2.7
"4571",1999,"1-24",-3.5,2.5
"4572",1999,"1-25",-1.5,2.4
"4573",1999,"1-26",-2.6,2.4
"4574",1999,"1-27",-5.4,2.2
"4575",1999,"1-28",-2,2
"4576",1999,"1-29",-0.2,2.1
"4577",1999,"1-30",1.1,2.1
"4578",1999,"1-31",-2,2
"4579",1999,"2-1",NA,NA
"4580",1999,"2-2",-3.4,1.5
"4581",1999,"2-3",0.7,1.7
"4582",1999,"2-4",-5.9,1.6
"4583",1999,"2-5",-6.5,1.7
"4584",1999,"2-6",-5.1,1.3
"4585",1999,"2-7",-2.6,1.2
"4586",1999,"2-8",-1.4,0.4
"4587",1999,"2-9",2,1.5
"4588",1999,"2-10",2.6,1.6
"4589",1999,"2-11",-0.2,1.5
"4590",1999,"2-12",1.8,1.2
"4591",1999,"2-13",1.3,1.4
"4592",1999,"2-14",-0.5,1.5
"4593",1999,"2-15",1.5,1.7
"4594",1999,"2-16",0.4,1.8
"4595",1999,"2-17",-1.1,1.7
"4596",1999,"2-18",-2.1,1.7
"4597",1999,"2-19",-2.7,1.4
"4598",1999,"2-20",1,1.9
"4599",1999,"2-21",0.7,1.7
"4600",1999,"2-22",0.4,1.9
"4601",1999,"2-23",0.1,2.1
"4602",1999,"2-24",-0.2,1.7
"4603",1999,"2-25",-3.1,1.8
"4604",1999,"2-26",-4.5,1.4
"4605",1999,"2-27",-2.1,0.9
"4606",1999,"2-28",1,1.8
"4607",1999,"3-1",1.9,1.6
"4608",1999,"3-2",0.8,1.3
"4609",1999,"3-3",0.5,1.6
"4610",1999,"3-4",1.6,1.7
"4611",1999,"3-5",1.7,2
"4612",1999,"3-6",1.2,2
"4613",1999,"3-7",1.3,1.7
"4614",1999,"3-8",0.8,1.5
"4615",1999,"3-9",0.8,1.6
"4616",1999,"3-10",-4.6,1.6
"4617",1999,"3-11",-5.7,1.6
"4618",1999,"3-12",-1.5,1.7
"4619",1999,"3-13",-1.6,NA
"4620",1999,"3-14",-0.3,1.2
"4621",1999,"3-15",-6.9,1.6
"4622",1999,"3-16",-6.9,1.6
"4623",1999,"3-17",-6.5,1.3
"4624",1999,"3-18",-3.8,1.2
"4625",1999,"3-19",-5.1,1.3
"4626",1999,"3-20",-6.1,1.4
"4627",1999,"3-21",-3.6,1.3
"4628",1999,"3-22",1.3,1.3
"4629",1999,"3-23",-3.9,1.2
"4630",1999,"3-24",-0.8,1.3
"4631",1999,"3-25",-0.7,1.6
"4632",1999,"3-26",-2.3,1.6
"4633",1999,"3-27",-0.8,1.4
"4634",1999,"3-28",-6.2,1.2
"4635",1999,"3-29",NA,NA
"4636",1999,"3-30",0.4,1.2
"4637",1999,"3-31",NA,NA
"4638",1999,"4-1",-5.7,1.2
"4639",1999,"4-2",-3.5,1.2
"4640",1999,"4-3",-2.6,1.2
"4641",1999,"4-4",1,1.2
"4642",1999,"4-5",-3.5,1.2
"4643",1999,"4-6",-0.7,1.2
"4644",1999,"4-7",1.6,1.2
"4645",1999,"4-8",NA,1.2
"4646",1999,"4-9",-2.2,1.2
"4647",1999,"4-10",-2.5,1.3
"4648",1999,"4-11",-2.6,1.3
"4649",1999,"4-12",-3,1.2
"4650",1999,"4-13",-4.3,1.2
"4651",1999,"4-14",-1.6,1.3
"4652",1999,"4-15",1.3,1.3
"4653",1999,"4-16",1.2,1.3
"4654",1999,"4-17",0.5,1.3
"4655",1999,"4-18",-3.5,1.2
"4656",1999,"4-19",-2.8,1.2
"4657",1999,"4-20",-3,1.2
"4658",1999,"4-21",-1.5,1.2
"4659",1999,"4-22",0.8,1.3
"4660",1999,"4-23",0.4,1.6
"4661",1999,"4-24",0.8,1.7
"4662",1999,"4-25",0.9,1.3
"4663",1999,"4-26",1.7,1.6
"4664",1999,"4-27",0.4,2.1
"4665",1999,"4-28",1.7,1.7
"4666",1999,"4-29",1.7,1.7
"4667",1999,"4-30",0.9,1.7
"4668",1999,"5-1",0.5,2.3
"4669",1999,"5-2",1.2,2.1
"4670",1999,"5-3",0.9,2.3
"4671",1999,"5-4",2.1,2.4
"4672",1999,"5-5",1.4,2.4
"4673",1999,"5-6",0.4,2.4
"4674",1999,"5-7",0.8,2.8
"4675",1999,"5-8",0.9,2.8
"4676",1999,"5-9",-0.7,2.7
"4677",1999,"5-10",1.3,2.4
"4678",1999,"5-11",1.2,2.5
"4679",1999,"5-12",2,2.5
"4680",1999,"5-13",2.1,2.8
"4681",1999,"5-14",3.7,2.4
"4682",1999,"5-15",3.2,2.4
"4683",1999,"5-16",3.1,2.4
"4684",1999,"5-17",2.4,2.5
"4685",1999,"5-18",2.7,2.8
"4686",1999,"5-19",2.7,2.4
"4687",1999,"5-20",2.4,2.4
"4688",1999,"5-21",2,2.6
"4689",1999,"5-22",0.7,3.2
"4690",1999,"5-23",0.9,3.2
"4691",1999,"5-24",1.6,3.5
"4692",1999,"5-25",2.7,3.5
"4693",1999,"5-26",2.7,3.5
"4694",1999,"5-27",1.6,3.9
"4695",1999,"5-28",3.1,5.2
"4696",1999,"5-29",2.5,4.3
"4697",1999,"5-30",2.7,4.3
"4698",1999,"5-31",3.3,3.6
"4699",1999,"6-1",2.9,4
"4700",1999,"6-2",3.2,4
"4701",1999,"6-3",1.8,4
"4702",1999,"6-4",2.8,3.9
"4703",1999,"6-5",4,NA
"4704",1999,"6-6",3.1,3.6
"4705",1999,"6-7",3.6,3.9
"4706",1999,"6-8",3.6,3.6
"4707",1999,"6-9",3.2,3.6
"4708",1999,"6-10",2.8,3.9
"4709",1999,"6-11",2.4,3.9
"4710",1999,"6-12",3.6,4
"4711",1999,"6-13",3.9,4.3
"4712",1999,"6-14",4.3,4.3
"4713",1999,"6-15",4.3,4.7
"4714",1999,"6-16",4.3,5.1
"4715",1999,"6-17",3.5,5.5
"4716",1999,"6-18",3.9,5.6
"4717",1999,"6-19",4.8,5.5
"4718",1999,"6-20",5.1,5.6
"4719",1999,"6-21",5.6,5.8
"4720",1999,"6-22",3.2,6.3
"4721",1999,"6-23",5.1,5.9
"4722",1999,"6-24",5.9,5.9
"4723",1999,"6-25",5.6,5.9
"4724",1999,"6-26",NA,NA
"4725",1999,"6-27",5.8,6.3
"4726",1999,"6-28",5.9,6.4
"4727",1999,"6-29",5.2,6.6
"4728",1999,"6-30",6,6.6
"4729",1999,"7-1",6.2,6.3
"4730",1999,"7-2",5.2,6.3
"4731",1999,"7-3",5.6,6.3
"4732",1999,"7-4",6.3,5.6
"4733",1999,"7-5",5.8,5.9
"4734",1999,"7-6",5.9,6.2
"4735",1999,"7-7",5.9,6.3
"4736",1999,"7-8",5.8,6.3
"4737",1999,"7-9",6.8,6.7
"4738",1999,"7-10",6.7,6.6
"4739",1999,"7-11",6.7,6.7
"4740",1999,"7-12",6.6,6.7
"4741",1999,"7-13",6.3,7
"4742",1999,"7-14",7.1,6.7
"4743",1999,"7-15",7,7.1
"4744",1999,"7-16",7.4,7.4
"4745",1999,"7-17",6.6,7.5
"4746",1999,"7-18",7.1,7.4
"4747",1999,"7-19",7,7.2
"4748",1999,"7-20",7.4,7.4
"4749",1999,"7-21",5.6,7.5
"4750",1999,"7-22",7.4,7.5
"4751",1999,"7-23",NA,NA
"4752",1999,"7-24",7.8,7.5
"4753",1999,"7-25",7.4,7.5
"4754",1999,"7-26",7.8,NA
"4755",1999,"7-27",7.4,7.6
"4756",1999,"7-28",7.1,7.5
"4757",1999,"7-29",7.5,7.5
"4758",1999,"7-30",7.1,7.5
"4759",1999,"7-31",7.8,7.8
"4760",1999,"8-1",7,7.8
"4761",1999,"8-2",7.1,7.8
"4762",1999,"8-3",7.5,7.9
"4763",1999,"8-4",7.1,7.4
"4764",1999,"8-5",7.4,7.5
"4765",1999,"8-6",NA,NA
"4766",1999,"8-7",6.6,7.8
"4767",1999,"8-8",7.4,7.8
"4768",1999,"8-9",7.5,7.8
"4769",1999,"8-10",7.9,7.9
"4770",1999,"8-11",7.5,NA
"4771",1999,"8-12",8.2,8.2
"4772",1999,"8-13",7.5,8.2
"4773",1999,"8-14",7.8,8.2
"4774",1999,"8-15",NA,NA
"4775",1999,"8-16",NA,NA
"4776",1999,"8-17",8.7,8.3
"4777",1999,"8-18",9.4,8.3
"4778",1999,"8-19",8.6,8.2
"4779",1999,"8-20",8.3,8.2
"4780",1999,"8-21",7.9,7.9
"4781",1999,"8-22",7.7,8.2
"4782",1999,"8-23",7.8,8.2
"4783",1999,"8-24",7.9,8.2
"4784",1999,"8-25",7.5,8.2
"4785",1999,"8-26",8.2,8.2
"4786",1999,"8-27",6.7,8.2
"4787",1999,"8-28",7.9,8.2
"4788",1999,"8-29",7.8,8
"4789",1999,"8-30",NA,NA
"4790",1999,"8-31",7.8,8
"4791",1999,"9-1",NA,8.2
"4792",1999,"9-2",7.8,8.2
"4793",1999,"9-3",7.4,8.1
"4794",1999,"9-4",7.5,8.2
"4795",1999,"9-5",6.7,8.2
"4796",1999,"9-6",8.4,8.2
"4797",1999,"9-7",8.2,8.2
"4798",1999,"9-8",8.2,7.9
"4799",1999,"9-9",7.9,8.2
"4800",1999,"9-10",8.2,8.3
"4801",1999,"9-11",NA,NA
"4802",1999,"9-12",7.9,8.2
"4803",1999,"9-13",7.5,8.2
"4804",1999,"9-14",8.1,8.2
"4805",1999,"9-15",7.4,8.2
"4806",1999,"9-16",NA,NA
"4807",1999,"9-17",7.8,8.2
"4808",1999,"9-18",7.1,7.9
"4809",1999,"9-19",NA,NA
"4810",1999,"9-20",6.6,7.9
"4811",1999,"9-21",5.9,7.9
"4812",1999,"9-22",5.9,7.8
"4813",1999,"9-23",5.6,7.5
"4814",1999,"9-24",NA,NA
"4815",1999,"9-25",7.4,7.8
"4816",1999,"9-26",7.8,7.8
"4817",1999,"9-27",NA,NA
"4818",1999,"9-28",8.3,7.8
"4819",1999,"9-29",7.9,7.9
"4820",1999,"9-30",6,7.9
"4821",1999,"10-1",NA,NA
"4822",1999,"10-2",NA,NA
"4823",1999,"10-3",6.7,7.8
"4824",1999,"10-4",6.6,7.8
"4825",1999,"10-5",6.3,7.5
"4826",1999,"10-6",5.9,7.5
"4827",1999,"10-7",5.2,7.4
"4828",1999,"10-8",6.3,7.1
"4829",1999,"10-9",6,7.1
"4830",1999,"10-10",5.9,7.1
"4831",1999,"10-11",4.7,7.1
"4832",1999,"10-12",4.8,7.1
"4833",1999,"10-13",NA,NA
"4834",1999,"10-14",6.6,7.1
"4835",1999,"10-15",6.6,7.1
"4836",1999,"10-16",4.7,7
"4837",1999,"10-17",4.5,6.7
"4838",1999,"10-18",5.8,6.7
"4839",1999,"10-19",5.8,6.7
"4840",1999,"10-20",3.2,6.6
"4841",1999,"10-21",0.5,6.3
"4842",1999,"10-22",2.7,6
"4843",1999,"10-23",2,6.3
"4844",1999,"10-24",0.4,6.1
"4845",1999,"10-25",1.1,5.9
"4846",1999,"10-26",2.1,5.9
"4847",1999,"10-27",2,5.8
"4848",1999,"10-28",2.8,5.8
"4849",1999,"10-29",2.7,5.5
"4850",1999,"10-30",3.1,5.5
"4851",1999,"10-31",0.4,5.3
"4852",1999,"11-1",0.8,5.2
"4853",1999,"11-2",3.2,4.8
"4854",1999,"11-3",4.8,4.7
"4855",1999,"11-4",3.2,4.7
"4856",1999,"11-5",1.2,4.4
"4857",1999,"11-6",NA,NA
"4858",1999,"11-7",NA,NA
"4859",1999,"11-8",-0.9,3.9
"4860",1999,"11-9",2,3.9
"4861",1999,"11-10",2.8,4
"4862",1999,"11-11",2.4,3.9
"4863",1999,"11-12",1.6,4
"4864",1999,"11-13",0.4,4
"4865",1999,"11-14",1.3,3.5
"4866",1999,"11-15",4,3.3
"4867",1999,"11-16",2.7,3.3
"4868",1999,"11-17",1.8,3.6
"4869",1999,"11-18",NA,NA
"4870",1999,"11-19",2,3.6
"4871",1999,"11-20",0.1,3.2
"4872",1999,"11-21",NA,NA
"4873",1999,"11-22",0.8,3.2
"4874",1999,"11-23",1.8,3.2
"4875",1999,"11-24",NA,NA
"4876",1999,"11-25",NA,NA
"4877",1999,"11-26",1.3,3.6
"4878",1999,"11-27",NA,NA
"4879",1999,"11-28",NA,NA
"4880",1999,"11-29",NA,NA
"4881",1999,"11-30",NA,NA
"4882",1999,"12-1",NA,NA
"4883",1999,"12-2",0.5,2.9
"4884",1999,"12-3",-2.1,2.8
"4885",1999,"12-4",-4.1,2.8
"4886",1999,"12-5",-5.2,2.8
"4887",1999,"12-6",-4.4,2.7
"4888",1999,"12-7",-1.9,2.7
"4889",1999,"12-8",0.8,2.5
"4890",1999,"12-9",2.9,2.7
"4891",1999,"12-10",NA,NA
"4892",1999,"12-11",-5.3,2.5
"4893",1999,"12-12",-5.6,2.4
"4894",1999,"12-13",-4.7,2.4
"4895",1999,"12-14",-7.9,2.4
"4896",1999,"12-15",-5.7,2.3
"4897",1999,"12-16",-4.7,2.3
"4898",1999,"12-17",-6.6,2.1
"4899",1999,"12-18",-8.3,2.1
"4900",1999,"12-19",-9.6,2
"4901",1999,"12-20",-7.7,2
"4902",1999,"12-21",NA,NA
"4903",1999,"12-22",-4.3,2
"4904",1999,"12-23",-0.7,1.9
"4905",1999,"12-24",-0.4,1.7
"4906",1999,"12-25",0,2
"4907",1999,"12-26",-2.5,1.7
"4908",1999,"12-27",-1.5,1.7
"4909",1999,"12-28",-1.2,1.7
"4910",1999,"12-29",-3,1.7
"4911",1999,"12-30",-4.7,1.7
"4912",1999,"12-31",NA,NA
"4913",2001,"1-1",-2.3,3.1
"4914",2001,"1-2",1.6,NA
"4915",2001,"1-3",0.6,3.1
"4916",2001,"1-4",-3.2,2.8
"4917",2001,"1-5",1.5,2.7
"4918",2001,"1-6",-1.8,2.5
"4919",2001,"1-7",-6.2,2.4
"4920",2001,"1-8",-8,2.4
"4921",2001,"1-9",-3.4,2.4
"4922",2001,"1-10",-6.8,2.3
"4923",2001,"1-11",-2.3,2
"4924",2001,"1-12",-0.4,2
"4925",2001,"1-13",-2.3,2
"4926",2001,"1-14",-4.9,2.1
"4927",2001,"1-15",-6.8,2.1
"4928",2001,"1-16",-5.5,2
"4929",2001,"1-17",NA,NA
"4930",2001,"1-18",-3.8,2
"4931",2001,"1-19",-3.1,2.4
"4932",2001,"1-20",-3,2.4
"4933",2001,"1-21",-4,2.3
"4934",2001,"1-22",-4.2,2.3
"4935",2001,"1-23",-0.6,NA
"4936",2001,"1-24",-0.1,2.1
"4937",2001,"1-25",1.3,2
"4938",2001,"1-26",-0.8,1.7
"4939",2001,"1-27",-3.5,1.9
"4940",2001,"1-28",-2.6,1.7
"4941",2001,"1-29",NA,NA
"4942",2001,"1-30",-0.7,1.7
"4943",2001,"1-31",0.2,1.6
"4944",2001,"2-1",-3.7,1.6
"4945",2001,"2-2",-5.8,1.6
"4946",2001,"2-3",NA,NA
"4947",2001,"2-4",0.9,1.6
"4948",2001,"2-5",0.9,1.7
"4949",2001,"2-6",NA,NA
"4950",2001,"2-7",0,1.6
"4951",2001,"2-8",-1.4,1.6
"4952",2001,"10-24",NA,NA
"4953",2001,"10-25",NA,NA
"4954",2001,"10-26",5.7,5.9
"4955",2001,"10-27",5.4,5.8
"4956",2001,"10-28",4.2,5.8
"4957",2001,"10-29",3.3,5.7
"4958",2001,"10-30",2.5,5.7
"4959",2001,"10-31",1.1,5.7
"4960",2001,"11-1",0.2,5.5
"4961",2001,"11-2",-0.2,5.5
"4962",2001,"11-3",-0.5,5.4
"4963",2001,"11-4",3.9,5.2
"4964",2001,"11-5",2.6,4.9
"4965",2001,"11-6",4.6,4.9
"4966",2001,"11-7",2.3,5
"4967",2001,"11-8",3.2,4.8
"4968",2001,"11-9",3.2,4.7
"4969",2001,"11-10",1.7,4.8
"4970",2001,"11-11",2.2,4.6
"4971",2001,"11-12",0.6,4.5
"4972",2001,"11-13",1.5,4.5
"4973",2001,"11-14",1.5,4.3
"4974",2001,"11-15",2.2,4.3
"4975",2001,"11-16",1.1,4.4
"4976",2001,"11-17",-0.5,4.3
"4977",2001,"11-18",2.2,4.2
"4978",2001,"11-19",1.9,4.1
"4979",2001,"11-20",4,4.2
"4980",2001,"11-21",2.9,4.3
"4981",2001,"11-22",2.9,4.3
"4982",2001,"11-23",4.5,4.5
"4983",2001,"11-24",4.6,4.6
"4984",2001,"11-25",2.6,4.5
"4985",2001,"11-26",4,4.3
"4986",2001,"11-27",4,4.3
"4987",2001,"11-28",3.8,4.2
"4988",2001,"11-29",1.9,4.2
"4989",2001,"11-30",2.3,4.2
"4990",2002,"1-1",-1.9,2.6
"4991",2002,"1-2",-1.1,2.6
"4992",2002,"1-3",-0.7,2.6
"4993",2002,"1-4",-0.3,2.6
"4994",2002,"1-5",-3.2,2.6
"4995",2002,"1-6",-5.7,2.4
"4996",2002,"1-7",-5.8,2.3
"4997",2002,"1-8",-5.3,2.3
"4998",2002,"1-9",-5.7,2.2
"4999",2002,"1-10",-5.6,2
"5000",2002,"1-11",-5.2,2.1
"5001",2002,"1-12",-4.4,2.1
"5002",2002,"1-13",-4.2,2.1
"5003",2002,"1-14",-3.1,2
"5004",2002,"1-15",-5.1,2.2
"5005",2002,"1-16",1.4,2.1
"5006",2002,"1-17",0,2
"5007",2002,"1-18",-0.1,2
"5008",2002,"1-19",1,2.1
"5009",2002,"1-20",-1,2.1
"5010",2002,"1-21",-1.5,1.8
"5011",2002,"1-22",-6.2,1.8
"5012",2002,"1-23",-8.3,1.9
"5013",2002,"1-24",-0.9,1.8
"5014",2002,"1-25",2.5,1.8
"5015",2002,"1-26",0.7,1.7
"5016",2002,"1-27",0.6,1.7
"5017",2002,"1-28",0,1.8
"5018",2002,"1-29",-1.3,1.6
"5019",2002,"1-30",-0.7,1.7
"5020",2002,"7-16",8.3,9.1
"5021",2002,"7-17",8.1,8.6
"5022",2002,"7-18",8.4,8.7
"5023",2002,"7-19",8.5,8.5
"5024",2002,"7-20",8,8.6
"5025",2002,"7-21",9.1,8.7
"5026",2002,"7-22",9,8.8
"5027",2002,"7-23",8.9,8.7
"5028",2002,"7-24",9.1,8.5
"5029",2002,"7-25",9.2,8.8
"5030",2002,"7-26",9,9.5
"5031",2002,"7-27",9.4,9.8
"5032",2002,"7-28",8.9,8.9
"5033",2002,"7-29",9.2,8.7
"5034",2002,"7-30",9.5,8.8
"5035",2002,"7-31",9.6,8.8
"5036",2002,"8-1",9.5,8.8
"5037",2002,"8-2",8.6,9
"5038",2002,"8-3",8.7,9.5
"5039",2002,"8-4",9.9,9.4
"5040",2002,"8-5",9.5,9.6
"5041",2002,"8-6",9.3,9.7
"5042",2002,"8-7",9.2,9.5
"5043",2002,"8-8",NA,NA
"5044",2002,"8-9",9.6,9.5
"5045",2002,"8-10",9,9.8
"5046",2002,"8-11",10,9.7
"5047",2002,"8-12",9.8,9.6
"5048",2002,"8-13",9.2,10.1
"5049",2002,"8-14",10.1,10.1
"5050",2002,"8-15",10,10.2
"5051",2002,"8-16",10.4,10.1
"5052",2002,"8-17",9.8,10.5
"5053",2002,"8-18",9.7,10.5
"5054",2002,"8-19",9.8,10.2
"5055",2002,"8-20",9.2,9.9
"5056",2002,"8-21",8.7,9.7
"5057",2002,"8-22",7.8,8.9
"5058",2002,"8-23",9.1,9.4
"5059",2002,"8-24",9.7,9.6
"5060",2002,"8-25",9.4,9.6
"5061",2002,"8-26",9.7,10.2
"5062",2002,"8-27",8.6,9.3
"5063",2002,"8-28",9.3,9.8
"5064",2002,"8-29",9.7,10.1
"5065",2002,"8-30",10.1,10.2
"5066",2002,"8-31",9.8,10.1
"5067",2002,"9-1",10.2,10.1
"5068",2002,"9-2",10.2,9.5
"5069",2002,"9-3",10,9.7
"5070",2002,"9-4",9.8,10
"5071",2002,"9-5",10.4,10
"5072",2002,"9-6",10,10
"5073",2002,"9-7",9.9,10.1
"5074",2002,"9-8",10,10.3
"5075",2002,"9-9",9.9,10.2
"5076",2002,"9-10",9,9.9
"5077",2002,"9-11",9.6,10
"5078",2002,"9-12",9.4,9.9
"5079",2002,"9-13",8.9,10.1
"5080",2002,"9-14",8.1,10.1
"5081",2002,"9-15",9,10
"5082",2002,"9-16",8.2,9.7
"5083",2002,"9-17",8.8,9.3
"5084",2002,"9-18",7.5,9.4
"5085",2002,"9-19",9.3,9.5
"5086",2002,"9-20",9.1,9.5
"5087",2002,"9-21",8.2,9.3
"5088",2002,"9-22",8.5,8.9
"5089",2002,"9-23",8.5,9.2
"5090",2002,"9-24",8.9,9.1
"5091",2002,"9-25",8.2,9.1
"5092",2002,"9-26",8.9,9
