"","YYYY","MM_DD","ATMP","WTMP"
"1883",1991,"2-9",-3.7,1.3
"1884",1991,"2-10",-5.2,1.3
"1885",1991,"2-11",-7.8,1.3
"1886",1991,"2-12",-6.6,1.2
"1887",1991,"2-13",-4.6,1.2
"1888",1991,"2-14",-3.5,1.2
"1889",1991,"2-15",-3,1.2
"1890",1991,"2-16",-1.8,1.2
"1891",1991,"2-17",-0.4,1.2
"1892",1991,"2-18",-1.5,1.2
"1893",1991,"2-19",-3.5,1.2
"1894",1991,"2-20",-5.8,1.3
"1895",1991,"2-21",-5.5,1.2
"1896",1991,"2-22",-8,1.1
"1897",1991,"2-23",-11.1,0.9
"1898",1991,"2-24",-6.9,0.9
"1899",1991,"2-25",-1.1,0.9
"1900",1991,"2-26",-0.6,0.9
"1901",1991,"2-27",2.2,1.2
"1902",1991,"2-28",1.6,1.2
"1903",1991,"3-1",0.5,1.2
"1904",1991,"3-2",1.6,1.3
"1905",1991,"3-3",1.6,1.2
"1906",1991,"3-4",0.9,1.2
"1907",1991,"3-5",0.8,1.2
"1908",1991,"3-6",-0.8,1.2
"1909",1991,"3-7",-0.7,0.9
"1910",1991,"3-8",1.2,1.2
"1911",1991,"3-9",2,1.3
"1912",1991,"3-10",1,1.2
"1913",1991,"3-11",2.4,1.2
"1914",1991,"3-12",1.3,1.2
"1915",1991,"3-13",0,1.2
"1916",1991,"3-14",-3,1.2
"1917",1991,"3-15",0.8,1.2
"1918",1991,"3-16",1.3,1.2
"1919",1991,"3-17",-9.9,1.2
"1920",1991,"3-18",-3.9,0.9
"1921",1991,"3-19",-0.7,1.2
"1922",1991,"3-20",1.3,1.2
"1923",1991,"3-21",1.4,1.3
"1924",1991,"3-22",1.6,1.3
"1925",1991,"3-23",1.6,1.2
"1926",1991,"3-24",-0.3,1.6
"1927",1991,"3-25",-0.8,1.6
"1928",1991,"3-26",-1.4,1.3
"1929",1991,"3-27",-4.5,1.3
"1930",1991,"3-28",-7.4,1.3
"1931",1991,"3-29",-2.7,1.2
"1932",1991,"3-30",-0.4,1.3
"1933",1991,"3-31",0.9,1.3
"1934",1991,"4-1",-0.4,1.2
"1935",1991,"4-2",1.3,1.2
"1936",1991,"4-3",-0.3,1.2
"1937",1991,"4-4",-1.8,1.3
"1938",1991,"4-5",-1.9,1.3
"1939",1991,"4-6",-2.4,1.2
"1940",1991,"4-7",-4.7,1.2
"1941",1991,"4-8",-3,1.2
"1942",1991,"4-9",-1.8,1.3
"1943",1991,"4-10",-0.3,1.3
"1944",1991,"4-11",0.9,1.3
"1945",1991,"4-12",1.3,1.3
"1946",1991,"4-13",1.7,1.3
"1947",1991,"4-14",-1,1.3
"1948",1991,"4-15",-1.2,1.6
"1949",1991,"4-16",0.9,1.6
"1950",1991,"4-17",1.6,1.6
"1951",1991,"4-18",2,1.7
"1952",1991,"4-19",0.9,1.6
"1953",1991,"4-20",1.3,1.6
"1954",1991,"4-21",0.8,2
"1955",1991,"4-22",-1,1.9
"1956",1991,"4-23",0.1,2
"1957",1991,"4-24",-2.5,1.9
"1958",1991,"4-25",-1.5,2
"1959",1991,"4-26",-0.8,2
"1960",1991,"4-27",-3,2
"1961",1991,"4-28",-1,1.7
"1962",1991,"4-29",-1.9,1.7
"1963",1991,"4-30",-0.2,1.7
"1964",1991,"5-1",-0.7,1.7
"1965",1991,"5-2",1.1,1.8
"1966",1991,"5-3",1.6,2
"1967",1991,"5-5",0.9,2
"1968",1991,"5-6",1.7,2
"1969",1991,"5-7",1.3,2.1
"1970",1991,"5-8",1.3,2.1
"1971",1991,"5-9",0.9,2.1
"1972",1991,"5-10",1.9,2.1
"1973",1991,"5-11",1.3,2.5
"1974",1991,"9-28",6.4,7.5
"1975",1991,"9-29",6.9,7.8
"1976",1991,"9-30",7.1,7.5
"1977",1991,"10-1",7.1,7.4
"1978",1991,"10-2",7.1,7.4
"1979",1991,"10-3",7.1,7.5
"1980",1991,"10-4",7.4,7.6
"1981",1991,"10-5",6.8,7.5
"1982",1991,"10-6",7.1,7.5
"1983",1991,"10-7",6.6,7.5
"1984",1991,"10-8",6.6,7.5
"1985",1991,"10-9",5.5,7.8
"1986",1991,"10-10",6.7,7.5
"1987",1991,"10-11",7.1,7.5
"1988",1991,"10-12",5.2,7.5
"1989",1991,"10-13",3,7.4
"1990",1991,"10-14",4.4,7.4
"1991",1991,"10-15",7.1,7.4
"1992",1991,"10-16",7,7.1
"1993",1991,"10-17",4.4,7.1
"1994",1991,"10-18",4.1,7
"1995",1991,"10-19",5,7.3
"1996",1991,"10-20",6.2,7.3
"1997",1991,"10-21",6.1,7.1
"1998",1991,"10-22",6.6,6.7
"1999",1991,"10-23",6.7,6.6
"2000",1991,"10-24",4.9,6.6
"2001",1991,"10-25",5.4,6.6
"2002",1991,"10-26",6,7
"2003",1991,"10-27",4.5,6.6
"2004",1991,"10-28",6,6.8
"2005",1991,"10-29",5.5,6.3
"2006",1991,"10-30",6.6,6.9
"2007",1991,"10-31",6.3,6.9
"2008",1991,"11-1",6.2,6.8
"2009",1991,"11-2",6.4,6.7
"2010",1991,"11-3",5.7,6.8
"2011",1991,"11-4",4.3,6.6
"2012",1991,"11-5",2.7,6.5
"2013",1991,"11-6",5,6.5
"2014",1991,"11-7",5.5,6.5
"2015",1991,"11-8",5.8,6.5
"2016",1991,"11-9",4.3,6.3
"2017",1991,"11-10",2.2,6.2
"2018",1991,"11-11",2.8,6.2
"2019",1991,"11-12",2.7,6.1
"2020",1991,"11-13",3.1,5.9
"2021",1991,"11-14",4.4,5.8
"2022",1991,"11-15",5,5.8
"2023",1991,"11-16",1.7,5.8
"2024",1991,"11-17",1.5,5.7
"2025",1991,"11-18",-0.6,5.5
"2026",1991,"11-19",2.9,5.4
"2027",1991,"11-20",3.6,5.4
"2028",1991,"11-21",3.6,5.4
"2029",1991,"11-22",4.7,5.3
"2030",1991,"11-23",3,5.3
"2031",1991,"11-24",2.6,5
"2032",1991,"11-25",2.4,5
"2033",1991,"11-26",3.5,4.9
"2034",1991,"11-27",2.4,4.8
"2035",1991,"11-28",-0.2,4.6
"2036",1991,"11-29",1.6,4.6
"2037",1991,"11-30",1.6,4.7
"2038",1991,"12-1",2.1,4.7
"2039",1991,"12-2",3.5,4.6
"2040",1991,"12-3",0.9,4.5
"2041",1991,"12-4",2.9,4.6
"2042",1991,"12-5",0.9,4.5
"2043",1991,"12-6",-0.3,4.4
"2044",1991,"12-7",-0.2,4.2
"2045",1991,"12-8",3.9,4.2
"2046",1991,"12-9",1.9,4.1
"2047",1991,"12-10",1.2,4
"2048",1991,"12-11",-0.3,3.9
"2049",1991,"12-12",0,3.8
"2050",1991,"12-13",2.7,3.8
"2051",1991,"12-14",0.3,3.8
"2052",1991,"12-15",-1.7,3.8
"2053",1991,"12-16",0.4,3.7
"2054",1991,"12-17",0.2,3.6
"2055",1991,"12-18",-0.7,3.5
"2056",1991,"12-19",-1.5,3.5
"2057",1991,"12-20",-0.1,3.4
"2058",1991,"12-21",1.5,3.4
"2059",1991,"12-22",-1.5,3.2
"2060",1991,"12-23",-4.3,3.1
"2061",1991,"12-24",-5.7,3
"2062",1991,"12-25",-3.4,3
"2063",1991,"12-26",-5.5,3
"2064",1991,"12-27",-4.4,3
"2065",1991,"12-28",-2.5,2.9
"2066",1991,"12-29",-2.4,2.8
"2067",1991,"12-30",-0.8,2.9
"2068",1991,"12-31",-0.5,2.7
"2069",1992,"1-2",-3.3,2.6
"2070",1992,"1-3",-2.8,2.8
"2071",1992,"1-4",-1.3,2.8
"2072",1992,"1-5",-0.4,2.6
"2073",1992,"1-6",-1.9,2.7
"2074",1992,"1-7",0.6,2.7
"2075",1992,"1-8",-2.4,2.6
"2076",1992,"1-9",-3,2.9
"2077",1992,"1-10",-4.7,2.9
"2078",1992,"1-11",0.6,2.8
"2079",1992,"1-12",1.7,2.9
"2080",1992,"1-13",3.1,3
"2081",1992,"1-14",-0.4,3
"2082",1992,"1-15",-1.1,2.9
"2083",1992,"1-16",0,2.9
"2084",1992,"1-17",-0.8,2.9
"2085",1992,"1-18",-3.4,2.8
"2086",1992,"1-19",-2.4,2.8
"2087",1992,"1-20",1.3,2.9
"2088",1992,"1-21",0.9,2.8
"2089",1992,"1-22",1.1,2.7
"2090",1992,"1-23",2.2,2.7
"2091",1992,"1-24",2.3,2.7
"2092",1992,"1-25",-2.6,2.8
"2093",1992,"1-26",-3.3,2.6
"2094",1992,"1-27",-1.3,2.6
"2095",1992,"1-28",-2,2.7
"2096",1992,"1-29",-1.5,2.7
"2097",1992,"1-30",-0.7,2.5
"2098",1992,"1-31",-0.8,2.5
"2099",1992,"2-1",-0.6,2.7
"2100",1992,"2-2",0.5,2.6
"2101",1992,"2-3",1.1,2.6
"2102",1992,"2-4",-1.5,2.6
"2103",1992,"2-5",-4.2,2.5
"2104",1992,"2-6",2.7,2.6
"2105",1992,"2-7",1.3,2.6
"2106",1992,"2-8",2.3,2.6
"2107",1992,"2-9",-1,2.5
"2108",1992,"2-10",3,2.6
"2109",1992,"2-11",2.1,2.8
"2110",1992,"2-12",0,2.8
"2111",1992,"2-13",1.9,2.8
"2112",1992,"2-14",2.2,2.7
"2113",1992,"2-15",1.1,2.7
"2114",1992,"2-16",2.4,2.7
"2115",1992,"2-17",3.3,2.7
"2116",1992,"2-18",1.8,2.7
"2117",1992,"2-19",0.4,2.7
"2118",1992,"2-20",0.7,2.7
"2119",1992,"2-21",-0.9,2.7
"2120",1992,"2-22",-2.9,2.5
"2121",1992,"2-23",-3.3,2.5
"2122",1992,"2-24",-2.3,2.6
"2123",1992,"2-25",-2.7,2.5
"2124",1992,"2-26",-0.5,2.5
"2125",1992,"2-27",-3.8,2.5
"2126",1992,"2-28",-5,2.4
"2127",1992,"2-29",-4.4,2.4
"2128",1992,"3-1",-0.3,2.6
"2129",1992,"3-2",0.4,2.3
"2130",1992,"3-3",1.1,2.3
"2131",1992,"3-4",0.5,2.5
"2132",1992,"3-5",-1.1,2.5
"2133",1992,"3-6",-5.5,2.4
"2134",1992,"3-7",-3.7,2.3
"2135",1992,"3-8",-5.2,2.3
"2136",1992,"3-9",-7.2,2.2
"2137",1992,"3-10",-4.5,2.2
"2138",1992,"3-11",-3.6,2.1
"2139",1992,"3-12",0.2,2.3
"2140",1992,"3-13",0.2,2.2
"2141",1992,"3-14",-2.2,2.2
"2142",1992,"3-15",-4.8,2.2
"2143",1992,"3-16",-3.7,2.2
"2144",1992,"3-17",-3.6,2.2
"2145",1992,"3-18",-3,2.2
"2146",1992,"3-19",-3.3,2.2
"2147",1992,"3-20",-2.8,2.1
"2148",1992,"3-21",-2.3,2.1
"2149",1992,"3-22",-3.6,2
"2150",1992,"3-23",-5.1,2
"2151",1992,"3-24",-4.1,2
"2152",1992,"3-25",-1.9,1.9
"2153",1992,"3-26",-1.5,2
"2154",1992,"3-27",-2.1,2
"2155",1992,"3-28",-4.5,1.9
"2156",1992,"3-29",-3,2
"2157",1992,"3-30",0.6,2
"2158",1992,"3-31",0.7,2.1
"2159",1992,"4-1",-1.7,2.2
"2160",1992,"4-2",1.2,2.2
"2161",1992,"4-3",1.3,2.2
"2162",1992,"4-4",1.3,2.2
"2163",1992,"4-5",2,2.2
"2164",1992,"4-6",2.4,2.2
"2165",1992,"4-7",2.1,2.2
"2166",1992,"4-8",2.1,2.2
"2167",1992,"4-9",1.7,2.2
"2168",1992,"4-10",0.9,2.2
"2169",1992,"4-11",-1.4,2.2
"2170",1992,"4-12",-6.8,2.1
"2171",1992,"4-13",-4.9,2.1
"2172",1992,"4-14",-2.5,2.1
"2173",1992,"4-15",-3,2.1
"2174",1992,"4-16",-2.5,2.1
"2175",1992,"4-17",-3.2,2.1
"2176",1992,"4-18",-1.6,2.1
"2177",1992,"4-19",0,2.2
"2178",1992,"4-20",2,2.3
"2179",1992,"4-21",2.5,2.3
"2180",1992,"4-22",2.9,2.3
"2181",1992,"4-23",3,2.4
"2182",1992,"4-24",2.9,2.4
"2183",1992,"4-25",2.9,2.4
"2184",1992,"4-26",2.4,2.5
"2185",1992,"4-27",1.7,2.7
"2186",1992,"4-28",2.7,2.6
"2187",1992,"4-29",1.1,3.3
"2188",1992,"4-30",0.5,3.6
"2189",1992,"5-1",-0.1,3.7
"2190",1992,"5-2",0.5,3.6
"2191",1992,"5-3",0.8,3.9
"2192",1992,"5-4",-2.3,3.5
"2193",1992,"5-5",-2.4,3.2
"2194",1992,"5-6",-3.1,3.2
"2195",1992,"5-7",-2.1,3.1
"2196",1992,"5-8",0.2,3.2
"2197",1992,"5-9",2.6,3.4
"2198",1992,"5-10",2.9,3.4
"2199",1992,"5-11",2.7,3.3
"2200",1992,"5-12",3.1,3.4
"2201",1992,"5-13",2.3,3.3
"2202",1992,"5-14",0.4,3.2
"2203",1992,"5-15",1.8,3.2
"2204",1992,"5-16",2.7,3.6
"2205",1992,"5-17",3.5,3.6
"2206",1992,"5-18",3.7,3.5
"2207",1992,"5-19",4.5,3.6
"2208",1992,"5-20",4.1,3.6
"2209",1992,"5-21",2.8,3.9
"2210",1992,"5-22",2.9,3.8
"2211",1992,"5-23",1.4,4.1
"2212",1992,"5-24",1.8,4.2
"2213",1992,"5-25",1.9,4.3
"2214",1992,"5-26",2.5,4.2
"2215",1992,"5-27",2.8,4.2
"2216",1992,"5-28",2.9,4.3
"2217",1992,"5-29",2.8,4.8
"2218",1992,"5-30",2.9,5
"2219",1992,"5-31",3,5.3
"2220",1992,"6-1",3.7,4.8
"2221",1992,"6-2",4.8,4.5
"2222",1992,"6-3",4.7,5.1
"2223",1992,"6-4",3.8,5.3
"2224",1992,"6-5",2.6,4.9
"2225",1992,"6-6",2.5,4.9
"2226",1992,"6-7",4.5,4.8
"2227",1992,"6-8",4.9,5.9
"2228",1992,"6-9",5.4,5.9
"2229",1992,"6-10",5.4,5.6
"2230",1992,"6-11",5.3,5.1
"2231",1992,"6-12",5.3,5.5
"2232",1992,"6-13",4.9,5.7
"2233",1992,"6-14",5.4,5.6
"2234",1992,"6-15",5,5.5
"2235",1992,"6-16",5.1,5.6
"2236",1992,"6-17",4.9,5.3
"2237",1992,"6-18",5.4,5.8
"2238",1992,"6-19",5.4,6.2
"2239",1992,"6-20",5.1,6.5
"2240",1992,"6-21",5.4,5.9
"2241",1992,"6-22",5.8,6
"2242",1992,"6-23",5,6
"2243",1992,"6-24",6.4,6.1
"2244",1992,"6-25",6.3,5.7
"2245",1992,"6-26",5.5,5.9
"2246",1992,"6-27",6,6.3
"2247",1992,"6-28",5.6,6.4
"2248",1992,"6-29",5.5,6.6
"2249",1992,"6-30",6.4,5.9
"2250",1992,"7-1",6,6
"2251",1992,"7-2",6.6,6.2
"2252",1992,"7-3",6.3,6.5
"2253",1992,"7-4",6.7,6.5
"2254",1992,"7-5",6,6.5
"2255",1992,"7-6",5,6.9
"2256",1992,"7-7",5,6.9
"2257",1992,"7-8",4.1,6.8
"2258",1992,"7-9",6.6,6.8
"2259",1992,"7-10",6.5,6.9
"2260",1992,"7-11",4.9,7.1
"2261",1992,"7-12",6.3,7.2
"2262",1992,"7-13",5.8,7.2
"2263",1992,"7-14",5.2,7.6
"2264",1992,"7-15",7,7.6
"2265",1992,"7-16",7.6,7.9
"2266",1992,"7-17",7.3,7.6
"2267",1992,"7-18",7.2,7.6
"2268",1992,"7-19",7.3,7.6
"2269",1992,"7-20",7.4,7.7
"2270",1992,"7-21",6.6,7.4
"2271",1992,"7-22",6.5,8.1
"2272",1992,"7-23",8.2,8.3
"2273",1992,"7-24",8,8.2
"2274",1992,"7-25",7.9,7.9
"2275",1992,"7-26",7.8,8.1
"2276",1992,"7-27",7.9,8.3
"2277",1992,"7-28",8.1,8.3
"2278",1992,"7-29",7.8,8.9
"2279",1992,"7-30",6.5,9
"2280",1992,"7-31",7.9,8.6
"2281",1992,"8-1",9,8.3
"2282",1992,"8-2",8.9,8.4
"2283",1992,"8-3",8.4,8.4
"2284",1992,"8-4",8.7,8.5
"2285",1992,"8-5",8.4,8.5
"2286",1992,"8-6",7.4,8.7
"2287",1992,"8-7",7.4,8.5
"2288",1992,"8-8",7.7,8.5
"2289",1992,"8-9",8.3,8.6
"2290",1992,"8-10",8.3,8.6
"2291",1992,"8-11",8.5,8.7
"2292",1992,"8-12",8.4,9
"2293",1992,"8-13",8.5,8.8
"2294",1992,"8-14",7.5,8.7
"2295",1992,"8-15",7.7,8.3
"2296",1992,"8-16",7.9,8.4
"2297",1992,"8-17",7.4,8.4
"2298",1992,"8-18",NA,NA
"2299",1992,"8-19",8.7,8.6
"2300",1992,"8-20",8.5,8.9
"2301",1992,"8-21",8.3,8.9
"2302",1992,"8-22",7.8,8.8
"2303",1992,"8-23",8.6,9
"2304",1992,"8-24",8.8,9
"2305",1992,"8-25",8.3,9.1
"2306",1992,"8-26",NA,NA
"2307",1992,"8-27",8.8,9.2
"2308",1992,"8-28",9,9.2
"2309",1992,"8-29",9.2,9.1
"2310",1992,"8-30",8.4,9.1
"2311",1992,"8-31",8.9,9
"2312",1992,"9-1",8.7,9.2
"2313",1992,"9-2",9,9.3
"2314",1992,"9-3",8.9,9.1
"2315",1992,"9-4",8.5,9.1
"2316",1992,"9-5",7.5,9.1
"2317",1992,"9-6",8.2,8.9
"2318",1992,"9-7",8.3,8.7
"2319",1992,"9-8",7.6,8.8
"2320",1992,"9-9",8.3,8.7
"2321",1992,"9-10",8.1,8.9
"2322",1992,"9-11",8.4,8.9
"2323",1992,"9-12",8,8.9
"2324",1992,"9-13",8.4,9
"2325",1992,"9-14",8.9,8.8
"2326",1992,"9-15",8.8,8.9
"2327",1992,"9-16",NA,NA
"2328",1992,"9-17",6.8,8.2
"2329",1992,"9-18",4.9,7.9
"2330",1992,"9-19",5.8,7.9
"2331",1992,"9-20",6,8.1
"2332",1992,"9-21",5.8,8.1
"2333",1992,"9-22",6.8,8
"2334",1992,"9-23",5,7.9
"2335",1992,"9-24",3.2,7.7
"2336",1992,"9-25",5.7,7.9
"2337",1992,"9-26",5.8,7.5
"2338",1992,"9-27",4.2,7.4
"2339",1992,"9-28",4.2,7.3
"2340",1992,"9-29",7.7,7.3
"2341",1992,"9-30",6.3,7.3
"2342",1992,"10-1",4.7,7
"2343",1992,"10-2",4.9,7
"2344",1992,"10-3",5.3,6.9
"2345",1992,"10-4",5,6.9
"2346",1992,"10-5",7.1,6.9
"2347",1992,"10-6",7,6.9
"2348",1992,"10-7",6.1,6.8
"2349",1992,"10-8",3.5,6.7
"2350",1992,"10-9",2.4,6.5
"2351",1992,"10-10",3.3,6
"2352",1992,"10-11",6.2,6.1
"2353",1992,"10-12",6.3,6.1
"2354",1992,"10-13",5.9,6.1
"2355",1992,"10-14",5.7,6
"2356",1992,"10-15",5.5,6
"2357",1992,"10-16",6.5,6.3
"2358",1992,"10-17",6,6.2
"2359",1992,"10-18",6.4,6.2
"2360",1992,"10-19",4.1,6.2
"2361",1992,"10-20",4.9,6.2
"2362",1992,"10-21",3.4,6
"2363",1992,"10-22",4,5.8
"2364",1992,"10-23",4.4,6
"2365",1992,"10-24",3,5.9
"2366",1992,"10-25",2.3,5.8
"2367",1992,"10-26",2.4,5.8
"2368",1992,"10-27",3.9,5.7
"2369",1992,"10-28",2.7,5.6
"2370",1992,"10-29",1.3,5.5
"2371",1992,"10-30",2.9,5.7
"2372",1992,"10-31",3.2,5.5
"2373",1992,"11-1",5.1,5.6
"2374",1992,"11-2",5.1,5.5
"2375",1992,"11-3",5.1,5.4
"2376",1992,"11-4",4.1,5.4
"2377",1992,"11-5",NA,NA
"2378",1992,"11-6",3,5.3
"2379",1992,"11-7",2.5,5.2
"2380",1992,"11-8",1.5,4.8
"2381",1992,"11-9",2.2,4.8
"2382",1992,"11-10",0.2,4.7
"2383",1992,"11-11",3.7,4.8
"2384",1992,"11-12",4.1,4.7
"2385",1992,"11-13",0.9,4.5
"2386",1992,"11-14",-1.3,4.3
"2387",1992,"11-15",3,4.5
"2388",1992,"11-16",2.9,4.2
"2389",1992,"11-17",2.8,4.3
"2390",1992,"11-18",1.4,4.2
"2391",1992,"11-19",1.4,4.1
"2392",1992,"11-20",1.8,4.1
"2393",1992,"11-21",1.5,4.1
"2394",1992,"11-22",0.8,4.1
"2395",1992,"11-23",-2.5,3.9
"2396",1992,"11-24",-4.6,3.8
"2397",1992,"11-25",-3.9,3.7
"2398",1992,"11-26",-3.7,3.6
"2399",1992,"11-27",1.1,3.7
"2400",1992,"11-28",1.3,3.7
"2401",1992,"11-29",1.9,3.6
"2402",1992,"11-30",-2,3.6
"2403",1992,"12-1",-2.4,3.5
"2404",1992,"12-2",-4.3,3.4
"2405",1992,"12-3",-1.8,3.3
"2406",1992,"12-4",NA,NA
"2407",1992,"12-5",-3.5,3.2
"2408",1992,"12-6",-4.7,3
"2409",1992,"12-7",-3.2,3
"2410",1992,"12-8",-2,2.9
"2411",1992,"12-9",-3.4,2.8
"2412",1992,"12-10",-4.2,2.8
"2413",1992,"12-11",-3.7,2.7
"2414",1992,"12-12",-4.6,2.8
"2415",1992,"12-13",-5,2.8
"2416",1992,"12-14",NA,NA
"2417",1992,"12-15",-0.1,2.7
"2418",1992,"12-16",3.8,2.8
"2419",1992,"12-17",1.1,2.7
"2420",1992,"12-18",1.5,2.7
"2421",1992,"12-19",0.8,2.7
"2422",1992,"12-20",-2.4,2.7
"2423",1992,"12-21",-2.4,2.6
"2424",1992,"12-22",1.6,2.6
"2425",1992,"12-23",0.8,2.8
"2426",1992,"12-24",2.8,2.6
"2427",1992,"12-25",3,2.8
"2428",1992,"12-26",4,2.7
"2429",1992,"12-27",2.8,2.7
"2430",1992,"12-28",2.4,2.7
"2431",1992,"12-29",2.3,2.7
"2432",1992,"12-30",1.4,2.7
"2433",1992,"12-31",0.1,2.8
"2434",1993,"1-1",0.5,2.8
"2435",1993,"1-2",1.2,2.4
"2436",1993,"1-3",2.7,2.5
"2437",1993,"1-4",3.1,2.7
"2438",1993,"1-5",2.7,2.6
"2439",1993,"1-6",1.8,2.7
"2440",1993,"1-7",-0.9,2.7
"2441",1993,"1-8",0.4,2.6
"2442",1993,"1-9",0.5,2.7
"2443",1993,"1-10",2.6,2.6
"2444",1993,"1-11",-0.2,2.6
"2445",1993,"1-12",3.2,2.6
"2446",1993,"1-13",0.2,2.6
"2447",1993,"1-14",-0.6,2.7
"2448",1993,"1-15",-1.3,2.6
"2449",1993,"1-16",-3.7,2.6
"2450",1993,"1-17",-4.3,2.4
"2451",1993,"1-18",-3.5,2.4
"2452",1993,"1-19",-3.9,2.3
"2453",1993,"1-20",-3.2,2.4
"2454",1993,"1-21",-5,2.3
"2455",1993,"1-22",-4.6,2.3
"2456",1993,"1-23",-1.2,2.2
"2457",1993,"1-24",-3.4,2.2
"2458",1993,"1-25",-3.6,2.1
"2459",1993,"1-26",-4.6,2.1
"2460",1993,"1-27",-5.7,2.1
"2461",1993,"1-28",-4.4,2
"2462",1993,"1-29",-2.3,2.1
"2463",1993,"1-30",-3.1,2.1
"2464",1993,"1-31",-1.9,2
"2465",1993,"2-1",0.4,1.6
"2466",1993,"2-2",2,1.7
"2467",1993,"2-3",2.1,1.7
"2468",1993,"2-4",1.2,1.7
"2469",1993,"2-5",-4.2,1.6
"2470",1993,"2-6",-3.8,1.6
"2471",1993,"2-7",-6.1,1.6
"2472",1993,"2-8",-3.5,1.4
"2473",1993,"2-10",2.4,1.6
"2474",1993,"2-11",0.1,1.6
"2475",1993,"2-12",1.6,1.6
"2476",1993,"2-13",0.5,1.6
"2477",1993,"2-14",1.7,1.6
"2478",1993,"2-15",2,1.6
"2479",1993,"2-16",2,1.6
"2480",1993,"2-17",NA,1.6
"2481",1993,"2-18",1.7,1.6
"2482",1993,"2-19",1.7,1.6
"2483",1993,"2-20",1.6,1.6
"2484",1993,"2-21",0.9,1.6
"2485",1993,"2-23",NA,NA
"2486",1993,"2-24",1.3,1.6
"2487",1993,"2-25",1.1,1.6
"2488",1993,"2-26",-0.8,1.6
"2489",1993,"2-27",-3.1,1.6
"2490",1993,"2-28",-4.3,1.3
"2491",1993,"3-1",-0.8,1.5
"2492",1993,"3-2",-1.2,1.3
"2493",1993,"3-3",-0.8,1.3
"2494",1993,"3-4",-1,1.3
"2495",1993,"3-5",-0.8,1.3
"2496",1993,"3-6",-3,1.3
"2497",1993,"3-7",NA,1.3
"2498",1993,"3-8",-4.2,1.3
"2499",1993,"3-9",-2.6,1.3
"2500",1993,"3-10",0.4,1.3
"2501",1993,"3-11",1.1,1.4
"2502",1993,"3-12",NA,NA
"2503",1993,"3-13",0.5,1.3
"2504",1993,"3-14",1.6,1.6
"2505",1993,"3-15",0.5,1.6
"2506",1993,"3-16",0.5,1.5
"2507",1993,"3-17",-1.4,1.6
"2508",1993,"3-18",-2.3,1.3
"2509",1993,"3-19",-6.3,1.3
"2510",1993,"3-20",-1.6,1.3
"2511",1993,"3-21",-3.9,1.3
"2512",1993,"3-22",-3.1,1.3
"2513",1993,"3-23",-3.1,1.3
"2514",1993,"3-24",-1.4,1.3
"2515",1993,"3-25",0.2,1.3
"2516",1993,"3-26",2.1,1.3
"2517",1993,"3-27",1.3,1.3
"2518",1993,"3-28",0.8,1.3
"2519",1993,"3-29",1.5,1.4
"2520",1993,"3-30",0.6,1.3
"2521",1993,"3-31",2,1.3
"2522",1993,"4-1",1.2,1.3
"2523",1993,"4-2",2,1.3
"2524",1993,"4-3",-0.3,1.3
"2525",1993,"4-4",-2.3,1.3
"2526",1993,"4-5",-0.6,1.5
"2527",1993,"4-6",-1.6,1.3
"2528",1993,"4-7",-3.3,1.6
"2529",1993,"4-8",-0.3,1.7
"2530",1993,"4-9",-1.5,1.7
"2531",1993,"4-10",-4.2,1.9
"2532",1993,"4-11",-0.7,1.9
"2533",1993,"4-12",-0.3,1.7
"2534",1993,"4-13",-0.5,1.6
"2535",1993,"4-14",0.4,1.6
"2536",1993,"4-15",0.4,1.7
"2537",1993,"4-16",0.1,1.7
"2538",1993,"4-17",0.4,2.1
"2539",1993,"4-18",1.2,1.7
"2540",1993,"4-19",-0.8,2
"2541",1993,"4-20",-0.4,2
"2542",1993,"4-21",0.5,2.1
"2543",1993,"4-22",0.4,2
"2544",1993,"4-23",1.7,2
"2545",1993,"4-24",NA,NA
"2546",1993,"4-25",1.3,2.4
"2547",1993,"4-26",0.8,2.1
"2548",1993,"4-27",-0.7,2.1
"2549",1993,"4-28",2.3,2
"2550",1993,"4-29",2.4,2
"2551",1993,"4-30",0.1,2
"2552",1993,"5-1",-0.8,1.9
"2553",1993,"5-2",0,2.3
"2554",1993,"5-3",0.1,2.1
"2555",1993,"5-4",-0.3,2.3
"2556",1993,"5-5",-0.6,2.3
"2557",1993,"5-6",-0.5,2.3
"2558",1993,"5-7",NA,NA
"2559",1993,"5-8",2,2.3
"2560",1993,"5-9",2.4,2.4
"2561",1993,"5-10",NA,NA
"2562",1993,"5-11",0.4,2.4
"2563",1993,"5-12",1.3,2.5
"2564",1993,"5-13",2.9,NA
"2565",1993,"5-14",3.5,2.7
"2566",1993,"5-15",3.6,2.7
"2567",1993,"5-16",3.1,2.8
"2568",1993,"5-17",2.7,3.1
"2569",1993,"5-18",NA,NA
"2570",1993,"5-19",2.4,2.8
"2571",1993,"5-20",3.1,2.9
"2572",1993,"5-21",3.9,3.6
"2573",1993,"5-22",3.1,3.2
"2574",1993,"5-23",2,3.2
"2575",1993,"5-24",3.5,3.3
"2576",1993,"5-25",3.2,3.5
"2577",1993,"5-26",3.2,3.5
"2578",1993,"5-27",NA,NA
"2579",1993,"5-28",4.3,4
"2580",1993,"5-29",4.7,4.4
"2581",1993,"5-30",4.3,4.7
"2582",1993,"5-31",4,3.9
"2583",1993,"6-1",5.1,3.6
"2584",1993,"6-2",3.5,3.4
